Timestamp,FileName,FolderPath,ActionType,InitiatingProcessFileName,InitiatingProcessCommandLine
"Apr 1, 2025 6:45:54 PM",Preferences,C:\Users\johndoe678\AppData\Local\Microsoft\Edge\User Data\Default\Preferences,FileRenamed,msedge.exe,"""msedge.exe"" --no-startup-window"
"Apr 1, 2025 6:46:14 PM",LOG,C:\Users\johndoe678\AppData\Local\Microsoft\Edge\User Data\Default\Asset Store\assets.db\LOG,FileModified,msedge.exe,"""msedge.exe"" --type=utility --utility-sub-type=asset_store.mojom.AssetStoreService --lang=en-US --service-sandbox-type=asset_store_service --always-read-main-dll --field-trial-handle=2392,i,17526776970286553476,58487046411600910,262144 --variations-seed-version --mojo-platform-channel-handle=4392 /prefetch:8"
"Apr 1, 2025 6:46:14 PM",MANIFEST-000001,C:\Users\johndoe678\AppData\Local\Microsoft\Edge\User Data\Default\Asset Store\assets.db\MANIFEST-000001,FileModified,msedge.exe,"""msedge.exe"" --type=utility --utility-sub-type=asset_store.mojom.AssetStoreService --lang=en-US --service-sandbox-type=asset_store_service --always-read-main-dll --field-trial-handle=2392,i,17526776970286553476,58487046411600910,262144 --variations-seed-version --mojo-platform-channel-handle=4392 /prefetch:8"
"Apr 1, 2025 6:46:15 PM",scoped_dir8944_1313374778,C:\Windows\SystemTemp\scoped_dir8944_1313374778,FileCreated,msedge.exe,"""msedge.exe"" --no-startup-window"
"Apr 1, 2025 6:46:15 PM",edge_BITS_8944_508559604,C:\Windows\SystemTemp\edge_BITS_8944_508559604,FileCreated,msedge.exe,"""msedge.exe"" --no-startup-window"
"Apr 1, 2025 6:46:19 PM",03b2d981-4f59-42a6-8f9a-a2b6278a0020,C:\Windows\SystemTemp\edge_BITS_8944_508559604\03b2d981-4f59-42a6-8f9a-a2b6278a0020,FileRenamed,svchost.exe,svchost.exe -k netsvcs -p
"Apr 1, 2025 6:46:19 PM",chrome_Unpacker_BeginUnzipping8944_1106489959,C:\Windows\SystemTemp\chrome_Unpacker_BeginUnzipping8944_1106489959,FileCreated,msedge.exe,"""msedge.exe"" --no-startup-window"
"Apr 1, 2025 6:47:01 PM",ShellFeeds,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\ShellFeeds,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:01 PM",edge,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:01 PM",local,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge\local,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:01 PM",local,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge\local\local,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:01 PM",cache,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge\local\local\cache,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:01 PM",26C212D9399727259664BDFCA073966E_0C4CF5196B6676C60436CD17DE56BD63,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\Content\26C212D9399727259664BDFCA073966E_0C4CF5196B6676C60436CD17DE56BD63,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:01 PM",26C212D9399727259664BDFCA073966E_0C4CF5196B6676C60436CD17DE56BD63,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\26C212D9399727259664BDFCA073966E_0C4CF5196B6676C60436CD17DE56BD63,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:02 PM",windows.msn[1].xml,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\QAXVJRMH\windows.msn[1].xml,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:02 PM",E2C6CBAF0AF08CF203BA74BF0D0AB6D5_0FB9553B978E7F00C6B2309507DEB64A,C:\Users\johndoe678\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\E2C6CBAF0AF08CF203BA74BF0D0AB6D5_0FB9553B978E7F00C6B2309507DEB64A,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",E2C6CBAF0AF08CF203BA74BF0D0AB6D5_0FB9553B978E7F00C6B2309507DEB64A,C:\Users\johndoe678\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\E2C6CBAF0AF08CF203BA74BF0D0AB6D5_0FB9553B978E7F00C6B2309507DEB64A,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",e5[1],C:\Users\johndoe678\AppData\Local\Microsoft\Windows\INetCache\IE\KJEEBPTD\e5[1],FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",remote,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge\remote,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",x[1],C:\Users\johndoe678\AppData\Local\Microsoft\Windows\INetCache\IE\KJEEBPTD\x[1],FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",2[1],C:\Users\johndoe678\AppData\Local\Microsoft\Windows\INetCache\IE\KJEEBPTD\2[1],FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",toptraffic[1],C:\Users\johndoe678\AppData\Local\Microsoft\Windows\INetCache\IE\KJEEBPTD\toptraffic[1],FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",customSynchronousLookupUris,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge\remote\customSynchronousLookupUris,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",categoryBrowsers[1],C:\Users\johndoe678\AppData\Local\Microsoft\Windows\INetCache\IE\KJEEBPTD\categoryBrowsers[1],FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",customSynchronousLookupUris_0-0,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge\remote\customSynchronousLookupUris_0-0,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",synchronousLookupUris,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge\remote\synchronousLookupUris,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",synchronousLookupUris_638343870221005468,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge\remote\synchronousLookupUris_638343870221005468,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",topTraffic,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge\remote\topTraffic,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",e5[1],C:\Users\johndoe678\AppData\Local\Microsoft\Windows\INetCache\IE\2I3VJNGD\e5[1],FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",topTraffic_638004170464094982,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge\remote\topTraffic_638004170464094982,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",customSettings,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge\remote\customSettings,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",customSettings_289DAFCA65657BD392FC71BBDFB49FBC,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge\remote\customSettings_289DAFCA65657BD392FC71BBDFB49FBC,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",script,C:\Users\johndoe678\AppData\Local\Microsoft\Windows\Safety\edge\remote\script,FileCreated,smartscreen.exe,smartscreen.exe -Embedding
"Apr 1, 2025 6:47:02 PM",common.2901ce30a12a92db9393[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\P6QOFR59\common.2901ce30a12a92db9393[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:02 PM",vendors.0bbcdcf8775d0c053768[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\P6QOFR59\vendors.0bbcdcf8775d0c053768[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:02 PM",experience.2dab2b4ef7aa36b89b4a[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\P6QOFR59\experience.2dab2b4ef7aa36b89b4a[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:02 PM",common-monthly.9d4263a1c911bfe904f4[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\P6QOFR59\common-monthly.9d4263a1c911bfe904f4[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:02 PM",microsoft.84694c92841c10996fe8[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\P6QOFR59\microsoft.84694c92841c10996fe8[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",common-utils.1aa76e6cf06ed80c48bd[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\13H5MHHI\common-utils.1aa76e6cf06ed80c48bd[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",lazy-icon.85ec462607a7ce6d0ffc[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\13H5MHHI\lazy-icon.85ec462607a7ce6d0ffc[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",card-action-dist.1f8aa43daa9f36465ebb[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\HKLS72AX\card-action-dist.1f8aa43daa9f36465ebb[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",libs_svg-react_dist_SvgList_js.91e92c65c4caaa6d63d9[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\KPLBVAAS\libs_svg-react_dist_SvgList_js.91e92c65c4caaa6d63d9[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",card-properties.0d5a3744cbcae08ffc3b[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\13H5MHHI\card-properties.0d5a3744cbcae08ffc3b[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",content-preview.79a74878c31fc68b69b0[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\HKLS72AX\content-preview.79a74878c31fc68b69b0[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",publishers-service-client-common.2e4c6eba0b02db8fe2b9[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\KPLBVAAS\publishers-service-client-common.2e4c6eba0b02db8fe2b9[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",libs_sapphire-feed-bridge_dist_bridge_Https_js-libs_social-data-service_dist_adapter_SocialSe-a9e7fe.484475185d9f18658a8d[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\HKLS72AX\libs_sapphire-feed-bridge_dist_bridge_Https_js-libs_social-data-service_dist_adapter_SocialSe-a9e7fe.484475185d9f18658a8d[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",location-service.876530da6af8adfacd34[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\KPLBVAAS\location-service.876530da6af8adfacd34[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",experiences_windows-shell-content-preview_dist_WindowsShellContentPreview_constants_js-experi-3c43a7.5b29f6ad00cb23e332f2[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\HKLS72AX\experiences_windows-shell-content-preview_dist_WindowsShellContentPreview_constants_js-experi-3c43a7.5b29f6ad00cb23e332f2[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",lazy-icon.85ec462607a7ce6d0ffc[2].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\13H5MHHI\lazy-icon.85ec462607a7ce6d0ffc[2].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",common-utils.1aa76e6cf06ed80c48bd[2].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\13H5MHHI\common-utils.1aa76e6cf06ed80c48bd[2].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",card-context-menu.8233f94f7251a3f4025a[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\KPLBVAAS\card-context-menu.8233f94f7251a3f4025a[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",windows-shell-infopane.7fcb23b943fd2b22f744[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\KPLBVAAS\windows-shell-infopane.7fcb23b943fd2b22f744[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",my-brief-river-card.4d7ca90f0cef738c6b23[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\KPLBVAAS\my-brief-river-card.4d7ca90f0cef738c6b23[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",weather-common.a92b504de466a974956f[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\KPLBVAAS\weather-common.a92b504de466a974956f[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",weather-info-card.d3ff1e19da17192e8beb[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\13H5MHHI\weather-info-card.d3ff1e19da17192e8beb[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
"Apr 1, 2025 6:47:03 PM",windows-shell-actions.85172ce98c7ccac4caef[1].js,C:\Users\johndoe678\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\13H5MHHI\windows-shell-actions.85172ce98c7ccac4caef[1].js,FileCreated,searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca"
